mon,prez_gop,gov_gop,sen_gop,rep_gop,prez_dem,gov_dem,sen_dem,rep_dem
7/15/2014,0,29,45,234,1,21,53,199
8/15/2014,0,29,45,234,1,21,53,199
9/15/2014,0,29,45,234,1,21,53,199
10/15/2014,0,29,45,234,1,21,53,199
11/15/2014,0,29,45,235,1,21,53,201
12/15/2014,0,29,45,235,1,21,53,201
1/15/2015,0,31,54,245,1,18,44,188
2/15/2015,0,31,54,245,1,18,44,188
3/15/2015,0,31,54,245,1,18,44,188
4/15/2015,0,31,54,244,1,18,44,188
5/15/2015,0,31,54,245,1,18,44,188
6/15/2015,0,31,54,246,1,18,44,188
